@relation cleaner

@attribute class {blood, cake, coffee, dressing, dust, fungus, glass, glue, grass, ink, lubricant, mud, oil, paper, paste, rot, sand, sauce, water, wine}
@attribute age numeric
@attribute class {floor, wood, carpet, carpetCotton}
@attribute class {airFreshener,alcohol,bakingSoda,cleaningMilk,dishSoap,floorSoap,fumigator,nothing,paste,soap,solvent,spray,vanish,vinegar,washingPowder,water}

@data
fungus,43,carpet,cleaningMilk
fungus,69,carpetCotton,cleaningMilk
fungus,62,carpet,cleaningMilk
fungus,75,wood,cleaningMilk
fungus,45,carpet,cleaningMilk
fungus,71,carpetCotton,cleaningMilk
fungus,77,floor,cleaningMilk
fungus,68,carpet,cleaningMilk
fungus,64,floor,cleaningMilk
fungus,59,carpetCotton,cleaningMilk
fungus,69,carpet,cleaningMilk
fungus,64,carpetCotton,cleaningMilk
fungus,73,carpetCotton,cleaningMilk
fungus,53,carpet,cleaningMilk
fungus,69,carpet,cleaningMilk
fungus,47,carpetCotton,cleaningMilk
fungus,49,wood,cleaningMilk
fungus,71,floor,cleaningMilk
fungus,72,wood,cleaningMilk
fungus,68,wood,cleaningMilk
fungus,65,carpet,cleaningMilk
fungus,70,wood,cleaningMilk
fungus,73,floor,cleaningMilk
fungus,67,wood,cleaningMilk
fungus,55,carpetCotton,cleaningMilk
fungus,47,wood,cleaningMilk
fungus,56,floor,cleaningMilk
fungus,66,carpet,cleaningMilk
fungus,77,carpetCotton,cleaningMilk
fungus,47,floor,cleaningMilk
fungus,66,floor,cleaningMilk
fungus,74,carpetCotton,cleaningMilk
fungus,79,carpetCotton,cleaningMilk
fungus,65,wood,cleaningMilk
fungus,62,carpetCotton,cleaningMilk
fungus,55,carpet,cleaningMilk
fungus,67,floor,cleaningMilk
fungus,74,carpetCotton,cleaningMilk
fungus,68,wood,cleaningMilk
fungus,69,carpet,cleaningMilk
fungus,41,carpet,cleaningMilk
fungus,51,floor,cleaningMilk
fungus,54,carpetCotton,cleaningMilk
fungus,73,wood,cleaningMilk
fungus,41,wood,cleaningMilk
fungus,52,carpetCotton,cleaningMilk
fungus,51,carpetCotton,cleaningMilk
fungus,51,wood,cleaningMilk
fungus,68,wood,cleaningMilk
fungus,55,carpetCotton,cleaningMilk
fungus,41,wood,cleaningMilk
fungus,47,wood,cleaningMilk
fungus,74,wood,cleaningMilk
fungus,52,carpet,cleaningMilk
fungus,62,carpetCotton,cleaningMilk
fungus,70,wood,cleaningMilk
fungus,48,floor,cleaningMilk
fungus,44,wood,cleaningMilk
fungus,58,carpet,cleaningMilk
fungus,47,wood,cleaningMilk
fungus,50,wood,cleaningMilk
fungus,71,carpet,cleaningMilk
fungus,70,carpet,cleaningMilk
fungus,80,wood,cleaningMilk
fungus,66,carpet,cleaningMilk
fungus,59,floor,cleaningMilk
fungus,66,floor,cleaningMilk
fungus,77,carpet,cleaningMilk
fungus,73,carpet,cleaningMilk
fungus,64,carpetCotton,cleaningMilk
fungus,44,carpet,cleaningMilk
fungus,69,floor,cleaningMilk
fungus,71,carpetCotton,cleaningMilk
fungus,70,carpetCotton,cleaningMilk
fungus,70,floor,cleaningMilk
fungus,64,floor,cleaningMilk
fungus,67,carpet,cleaningMilk
fungus,59,floor,cleaningMilk
fungus,55,carpet,cleaningMilk
fungus,64,carpetCotton,cleaningMilk
fungus,45,carpetCotton,cleaningMilk
fungus,73,floor,cleaningMilk
fungus,51,wood,cleaningMilk
fungus,41,wood,cleaningMilk
fungus,60,wood,cleaningMilk
fungus,42,carpetCotton,cleaningMilk
fungus,63,carpetCotton,cleaningMilk
fungus,76,floor,cleaningMilk
fungus,51,wood,cleaningMilk
fungus,80,carpet,cleaningMilk
fungus,45,carpetCotton,cleaningMilk
fungus,48,carpet,cleaningMilk
fungus,73,carpet,cleaningMilk
fungus,77,carpet,cleaningMilk
fungus,51,carpetCotton,cleaningMilk
fungus,79,wood,cleaningMilk
fungus,64,wood,cleaningMilk
fungus,51,wood,cleaningMilk
fungus,53,wood,cleaningMilk
fungus,59,carpetCotton,cleaningMilk
fungus,56,carpetCotton,cleaningMilk
fungus,71,wood,cleaningMilk
fungus,50,wood,cleaningMilk
fungus,44,wood,cleaningMilk
fungus,63,carpetCotton,cleaningMilk
fungus,48,carpetCotton,cleaningMilk
fungus,80,wood,cleaningMilk
fungus,52,carpet,cleaningMilk
grass,23,wood,cleaningMilk
grass,41,wood,cleaningMilk
grass,22,carpet,cleaningMilk
grass,28,wood,cleaningMilk
grass,23,carpet,cleaningMilk
grass,38,carpetCotton,cleaningMilk
grass,50,carpetCotton,cleaningMilk
grass,43,carpet,cleaningMilk
grass,51,carpetCotton,cleaningMilk
grass,54,carpet,cleaningMilk
grass,55,carpetCotton,cleaningMilk
grass,37,wood,cleaningMilk
grass,28,carpetCotton,cleaningMilk
grass,53,wood,cleaningMilk
grass,43,carpetCotton,cleaningMilk
grass,26,floor,cleaningMilk
grass,55,carpetCotton,cleaningMilk
grass,51,floor,cleaningMilk
grass,38,floor,cleaningMilk
grass,21,carpetCotton,cleaningMilk
grass,40,wood,cleaningMilk
grass,34,carpet,cleaningMilk
grass,29,wood,cleaningMilk
grass,36,carpetCotton,cleaningMilk
grass,25,carpetCotton,cleaningMilk
grass,53,carpet,cleaningMilk
grass,41,floor,cleaningMilk
grass,44,wood,cleaningMilk
grass,16,wood,cleaningMilk
grass,33,carpet,cleaningMilk
grass,41,carpet,cleaningMilk
grass,55,carpetCotton,cleaningMilk
grass,45,carpetCotton,cleaningMilk
grass,16,carpet,cleaningMilk
grass,23,wood,cleaningMilk
grass,31,floor,cleaningMilk
grass,43,floor,cleaningMilk
grass,44,floor,cleaningMilk
grass,31,carpet,cleaningMilk
grass,47,carpetCotton,cleaningMilk
grass,32,carpet,cleaningMilk
grass,38,carpetCotton,cleaningMilk
grass,27,carpetCotton,cleaningMilk
grass,30,floor,cleaningMilk
grass,39,carpet,cleaningMilk
grass,47,carpet,cleaningMilk
grass,46,floor,cleaningMilk
grass,36,floor,cleaningMilk
grass,50,wood,cleaningMilk
grass,38,floor,cleaningMilk
grass,21,carpetCotton,cleaningMilk
grass,42,carpet,cleaningMilk
grass,51,carpetCotton,cleaningMilk
grass,45,wood,cleaningMilk
grass,26,floor,cleaningMilk
grass,46,wood,cleaningMilk
grass,55,floor,cleaningMilk
grass,28,floor,cleaningMilk
grass,42,floor,cleaningMilk
grass,27,carpet,cleaningMilk
grass,42,floor,cleaningMilk
grass,16,floor,cleaningMilk
grass,34,floor,cleaningMilk
grass,28,carpet,cleaningMilk
grass,37,carpet,cleaningMilk
grass,46,floor,cleaningMilk
grass,48,carpetCotton,cleaningMilk
grass,48,floor,cleaningMilk
grass,26,carpet,cleaningMilk
grass,49,wood,cleaningMilk
grass,34,carpetCotton,cleaningMilk
grass,55,floor,cleaningMilk
grass,46,carpetCotton,cleaningMilk
grass,54,carpet,cleaningMilk
grass,35,floor,cleaningMilk
grass,24,floor,cleaningMilk
grass,53,wood,cleaningMilk
grass,30,carpet,cleaningMilk
grass,16,carpetCotton,cleaningMilk
grass,37,floor,cleaningMilk
grass,16,floor,cleaningMilk
grass,41,wood,cleaningMilk
grass,42,floor,cleaningMilk
grass,51,wood,cleaningMilk
grass,50,carpet,cleaningMilk
grass,33,wood,cleaningMilk
grass,47,carpetCotton,cleaningMilk
grass,36,carpet,cleaningMilk
grass,17,carpet,cleaningMilk
grass,28,carpetCotton,cleaningMilk
grass,31,carpet,cleaningMilk
grass,24,carpetCotton,cleaningMilk
grass,52,wood,cleaningMilk
grass,22,carpetCotton,cleaningMilk
grass,43,floor,cleaningMilk
grass,30,carpetCotton,cleaningMilk
grass,56,wood,cleaningMilk
grass,46,floor,cleaningMilk
grass,33,wood,cleaningMilk
grass,48,wood,cleaningMilk
grass,36,carpet,cleaningMilk
grass,47,floor,cleaningMilk
grass,46,carpet,cleaningMilk
grass,32,wood,cleaningMilk
grass,25,wood,cleaningMilk
grass,54,wood,cleaningMilk
grass,40,carpetCotton,cleaningMilk
grass,43,floor,cleaningMilk
grass,24,carpetCotton,cleaningMilk
grass,43,wood,cleaningMilk
grass,45,carpetCotton,cleaningMilk
grass,19,carpet,cleaningMilk
grass,56,carpet,cleaningMilk
grass,19,carpetCotton,cleaningMilk
grass,52,carpetCotton,cleaningMilk
grass,24,wood,cleaningMilk
grass,31,carpetCotton,cleaningMilk
grass,36,floor,cleaningMilk
grass,34,carpetCotton,cleaningMilk
grass,21,carpetCotton,cleaningMilk
grass,41,carpet,cleaningMilk
grass,35,floor,cleaningMilk
grass,26,carpetCotton,cleaningMilk
grass,24,floor,cleaningMilk
grass,28,floor,cleaningMilk
grass,56,floor,cleaningMilk
grass,43,floor,cleaningMilk
grass,18,carpetCotton,cleaningMilk
grass,18,floor,cleaningMilk
grass,54,floor,cleaningMilk
grass,34,carpetCotton,cleaningMilk
grass,36,wood,cleaningMilk
grass,39,floor,cleaningMilk
grass,19,carpet,cleaningMilk
grass,39,floor,cleaningMilk
grass,19,carpet,cleaningMilk
grass,22,carpet,cleaningMilk
grass,52,carpet,cleaningMilk
grass,17,carpetCotton,cleaningMilk
grass,52,wood,cleaningMilk
grass,38,wood,cleaningMilk
grass,50,carpet,cleaningMilk
grass,30,floor,cleaningMilk
grass,18,wood,cleaningMilk
grass,42,wood,cleaningMilk
grass,52,floor,cleaningMilk
grass,35,carpetCotton,cleaningMilk
grass,27,floor,cleaningMilk
grass,38,wood,cleaningMilk
grass,20,carpet,cleaningMilk
grass,34,floor,cleaningMilk
grass,25,carpet,cleaningMilk
grass,33,carpet,cleaningMilk
grass,22,carpet,cleaningMilk
grass,24,wood,cleaningMilk
grass,42,carpetCotton,cleaningMilk
grass,44,carpet,cleaningMilk
grass,26,wood,cleaningMilk
grass,40,wood,cleaningMilk
grass,43,floor,cleaningMilk
grass,22,floor,cleaningMilk
grass,47,floor,cleaningMilk
grass,25,carpetCotton,cleaningMilk
grass,32,wood,cleaningMilk
grass,42,carpet,cleaningMilk
grass,17,wood,cleaningMilk
grass,18,carpet,cleaningMilk
grass,33,floor,cleaningMilk
grass,20,wood,cleaningMilk
grass,20,carpet,cleaningMilk
grass,30,carpetCotton,cleaningMilk
grass,43,carpetCotton,cleaningMilk
grass,23,floor,cleaningMilk
grass,29,floor,cleaningMilk
grass,47,carpetCotton,cleaningMilk
grass,46,carpetCotton,cleaningMilk
grass,48,carpetCotton,cleaningMilk
grass,55,wood,cleaningMilk
grass,41,wood,cleaningMilk
grass,36,carpetCotton,cleaningMilk
grass,18,floor,cleaningMilk
grass,16,carpet,cleaningMilk
grass,19,floor,cleaningMilk
grass,34,wood,cleaningMilk
grass,51,carpet,cleaningMilk
grass,29,carpetCotton,cleaningMilk
grass,45,floor,cleaningMilk
grass,16,floor,cleaningMilk
grass,45,floor,cleaningMilk
grass,41,carpet,cleaningMilk
grass,43,floor,cleaningMilk
grass,50,floor,cleaningMilk
grass,46,wood,cleaningMilk
grass,28,carpetCotton,cleaningMilk
grass,25,wood,cleaningMilk
grass,46,carpetCotton,cleaningMilk
grass,55,wood,cleaningMilk
grass,23,floor,cleaningMilk
grass,21,floor,cleaningMilk
sauce,33,carpetCotton,cleaningMilk
sauce,23,carpetCotton,cleaningMilk
sauce,21,carpetCotton,cleaningMilk
sauce,40,carpetCotton,cleaningMilk
sauce,19,floor,cleaningMilk
sauce,23,carpetCotton,cleaningMilk
sauce,29,wood,cleaningMilk
sauce,39,carpetCotton,cleaningMilk
sauce,16,carpetCotton,cleaningMilk
sauce,30,wood,cleaningMilk
sauce,20,carpet,cleaningMilk
sauce,16,wood,cleaningMilk
sauce,28,carpet,cleaningMilk
sauce,34,carpet,cleaningMilk
sauce,38,wood,cleaningMilk
sauce,31,wood,cleaningMilk
sauce,34,wood,cleaningMilk
sauce,26,carpet,cleaningMilk
sauce,18,floor,cleaningMilk
sauce,24,carpetCotton,cleaningMilk
sauce,37,carpet,cleaningMilk
sauce,39,wood,cleaningMilk
sauce,25,floor,cleaningMilk
sauce,32,carpet,cleaningMilk
sauce,38,wood,cleaningMilk
sauce,27,carpet,cleaningMilk
sauce,35,floor,cleaningMilk
sauce,18,wood,cleaningMilk
sauce,16,floor,cleaningMilk
sauce,36,carpetCotton,cleaningMilk
sauce,30,carpet,cleaningMilk
sauce,30,wood,cleaningMilk
sauce,38,carpet,cleaningMilk
sauce,23,wood,cleaningMilk
sauce,36,wood,cleaningMilk
sauce,26,floor,cleaningMilk
sauce,29,wood,cleaningMilk
sauce,31,carpet,cleaningMilk
sauce,25,carpetCotton,cleaningMilk
sauce,27,carpet,cleaningMilk
sauce,36,carpet,cleaningMilk
sauce,18,carpet,cleaningMilk
sauce,37,carpetCotton,cleaningMilk
sauce,30,floor,cleaningMilk
sauce,28,carpetCotton,cleaningMilk
sauce,22,wood,cleaningMilk
sauce,36,carpetCotton,cleaningMilk
sauce,33,carpetCotton,cleaningMilk
sauce,36,carpetCotton,cleaningMilk
sauce,16,floor,cleaningMilk
sauce,29,carpet,cleaningMilk
sauce,16,carpet,cleaningMilk
sauce,35,floor,cleaningMilk
sauce,38,carpet,cleaningMilk
sauce,27,floor,cleaningMilk
sauce,31,carpet,cleaningMilk
sauce,19,carpet,cleaningMilk
sauce,16,carpetCotton,cleaningMilk
sauce,19,carpetCotton,cleaningMilk
sauce,29,carpet,cleaningMilk
sauce,16,wood,cleaningMilk
sauce,38,wood,cleaningMilk
sauce,26,floor,cleaningMilk
sauce,29,floor,cleaningMilk
sauce,40,carpetCotton,cleaningMilk
sauce,31,carpet,cleaningMilk
sauce,16,carpetCotton,cleaningMilk
sauce,25,floor,cleaningMilk
sauce,23,carpet,cleaningMilk
sauce,26,wood,cleaningMilk
sauce,17,floor,cleaningMilk
sauce,26,wood,cleaningMilk
sauce,40,floor,cleaningMilk
sauce,37,carpet,cleaningMilk
sauce,39,floor,cleaningMilk
sauce,23,carpetCotton,cleaningMilk
sauce,36,floor,cleaningMilk
sauce,30,carpet,cleaningMilk
sauce,39,wood,cleaningMilk
sauce,18,wood,cleaningMilk
sauce,21,carpetCotton,cleaningMilk
sauce,34,floor,cleaningMilk
sauce,40,carpetCotton,cleaningMilk
sauce,22,floor,cleaningMilk
sauce,36,carpetCotton,cleaningMilk
sauce,27,carpetCotton,cleaningMilk
sauce,37,carpetCotton,cleaningMilk
sauce,25,carpet,cleaningMilk
sauce,18,floor,cleaningMilk
sauce,18,wood,cleaningMilk
sauce,30,carpetCotton,cleaningMilk
sauce,19,carpetCotton,cleaningMilk
sauce,22,carpet,cleaningMilk
sauce,28,carpet,cleaningMilk
sauce,27,floor,cleaningMilk
sauce,18,floor,cleaningMilk
sauce,36,carpet,cleaningMilk
sauce,25,carpetCotton,cleaningMilk
sauce,37,carpetCotton,cleaningMilk
sauce,22,floor,cleaningMilk
sauce,35,floor,cleaningMilk
sauce,25,carpetCotton,cleaningMilk
sauce,32,floor,cleaningMilk
sauce,27,carpet,cleaningMilk
sauce,39,carpet,cleaningMilk
sauce,38,floor,cleaningMilk
sauce,24,carpet,cleaningMilk
sauce,18,carpetCotton,cleaningMilk
sauce,36,wood,cleaningMilk
sauce,27,carpet,cleaningMilk
sauce,31,carpet,cleaningMilk
sauce,28,wood,cleaningMilk
sauce,30,wood,cleaningMilk
sauce,37,wood,cleaningMilk
sauce,33,wood,cleaningMilk
sauce,21,carpet,cleaningMilk
sauce,24,wood,cleaningMilk
sauce,31,wood,cleaningMilk
sauce,18,floor,cleaningMilk
sauce,18,carpet,cleaningMilk
sauce,24,carpetCotton,cleaningMilk
sauce,21,wood,cleaningMilk
sauce,35,wood,cleaningMilk
sauce,35,floor,cleaningMilk
sauce,25,carpetCotton,cleaningMilk
sauce,36,wood,cleaningMilk
sauce,21,carpetCotton,cleaningMilk
sauce,16,wood,cleaningMilk
sauce,19,carpetCotton,cleaningMilk
sauce,22,carpet,cleaningMilk
sauce,18,wood,cleaningMilk
sauce,23,floor,cleaningMilk
sauce,24,carpetCotton,cleaningMilk
sauce,31,wood,cleaningMilk
sauce,21,carpet,cleaningMilk
sauce,21,carpetCotton,cleaningMilk
sauce,28,carpetCotton,cleaningMilk
sauce,19,floor,cleaningMilk
sauce,28,floor,cleaningMilk
sauce,32,carpetCotton,cleaningMilk
sauce,40,carpet,cleaningMilk
sauce,16,floor,cleaningMilk
sauce,35,carpetCotton,cleaningMilk
sauce,36,carpet,cleaningMilk
sauce,38,carpet,cleaningMilk
sauce,38,wood,cleaningMilk
sauce,19,carpetCotton,cleaningMilk
sauce,31,carpetCotton,cleaningMilk
sauce,31,floor,cleaningMilk
sauce,18,carpet,cleaningMilk
sauce,30,wood,cleaningMilk
sauce,38,floor,cleaningMilk
sauce,18,carpet,cleaningMilk
sauce,22,carpetCotton,cleaningMilk
sauce,22,floor,cleaningMilk
sauce,22,carpetCotton,cleaningMilk
sauce,23,carpet,cleaningMilk
sauce,16,carpetCotton,cleaningMilk
sauce,39,wood,cleaningMilk
sauce,17,floor,cleaningMilk
sauce,32,carpetCotton,cleaningMilk
sauce,28,carpet,cleaningMilk
sauce,36,carpetCotton,cleaningMilk
sauce,32,carpet,cleaningMilk
sauce,29,wood,cleaningMilk
sauce,18,wood,cleaningMilk
sauce,32,wood,cleaningMilk
sauce,21,carpet,cleaningMilk
sauce,24,carpetCotton,cleaningMilk
sauce,27,carpetCotton,cleaningMilk
sauce,34,wood,cleaningMilk
sauce,25,carpetCotton,cleaningMilk
sauce,22,wood,cleaningMilk
sauce,27,wood,cleaningMilk
sauce,37,floor,cleaningMilk
sauce,23,floor,cleaningMilk
sauce,24,floor,cleaningMilk
sauce,27,floor,cleaningMilk
sauce,20,wood,cleaningMilk
sauce,33,carpet,cleaningMilk
sauce,22,carpet,cleaningMilk
sauce,23,wood,cleaningMilk
sauce,38,carpetCotton,cleaningMilk
sauce,24,carpetCotton,cleaningMilk
sauce,30,carpet,cleaningMilk
sauce,21,wood,cleaningMilk
sauce,35,carpetCotton,cleaningMilk
sauce,29,carpet,cleaningMilk
sauce,35,wood,cleaningMilk
sauce,27,wood,cleaningMilk
sauce,19,carpet,cleaningMilk
sauce,29,floor,cleaningMilk
sauce,28,wood,cleaningMilk
sauce,25,carpet,cleaningMilk
sauce,40,floor,cleaningMilk
sauce,28,carpetCotton,cleaningMilk
sauce,17,floor,cleaningMilk
sauce,27,floor,cleaningMilk
oil,25,carpet,dishSoap
oil,30,wood,dishSoap
oil,18,carpet,dishSoap
oil,17,wood,dishSoap
oil,22,wood,dishSoap
oil,17,wood,dishSoap
oil,14,wood,dishSoap
oil,20,carpet,dishSoap
oil,10,wood,dishSoap
oil,13,carpetCotton,dishSoap
oil,14,carpet,dishSoap
oil,26,carpet,dishSoap
oil,30,wood,dishSoap
oil,27,carpetCotton,dishSoap
oil,24,wood,dishSoap
oil,15,wood,dishSoap
oil,12,wood,dishSoap
oil,33,carpetCotton,dishSoap
oil,24,carpetCotton,dishSoap
oil,14,carpetCotton,dishSoap
oil,33,carpet,dishSoap
oil,21,carpet,dishSoap
oil,31,carpetCotton,dishSoap
oil,28,carpet,dishSoap
oil,21,wood,dishSoap
oil,24,wood,dishSoap
oil,15,carpetCotton,dishSoap
oil,34,wood,dishSoap
oil,26,carpet,dishSoap
oil,14,wood,dishSoap
oil,32,carpet,dishSoap
oil,11,carpetCotton,dishSoap
oil,25,carpetCotton,dishSoap
oil,28,carpet,dishSoap
oil,24,carpet,dishSoap
oil,28,carpetCotton,dishSoap
oil,32,carpetCotton,dishSoap
oil,16,carpetCotton,dishSoap
oil,14,wood,dishSoap
oil,10,carpetCotton,dishSoap
oil,13,wood,dishSoap
oil,12,carpet,dishSoap
oil,15,carpetCotton,dishSoap
oil,30,carpetCotton,dishSoap
oil,13,wood,dishSoap
oil,25,carpetCotton,dishSoap
oil,18,carpetCotton,dishSoap
oil,17,wood,dishSoap
oil,26,carpet,dishSoap
oil,33,wood,dishSoap
oil,13,carpet,dishSoap
oil,14,carpet,dishSoap
oil,18,carpetCotton,dishSoap
oil,34,carpet,dishSoap
oil,33,carpet,dishSoap
oil,34,carpet,dishSoap
oil,23,wood,dishSoap
oil,28,wood,dishSoap
oil,34,carpet,dishSoap
oil,29,wood,dishSoap
oil,21,wood,dishSoap
oil,17,wood,dishSoap
oil,10,wood,dishSoap
oil,14,carpet,dishSoap
oil,32,carpet,dishSoap
oil,28,carpetCotton,dishSoap
oil,17,wood,dishSoap
oil,17,carpetCotton,dishSoap
oil,24,wood,dishSoap
oil,18,wood,dishSoap
oil,30,carpet,dishSoap
oil,34,carpetCotton,dishSoap
oil,11,wood,dishSoap
oil,10,carpetCotton,dishSoap
oil,18,carpetCotton,dishSoap
oil,11,carpetCotton,dishSoap
oil,33,carpet,dishSoap
oil,25,carpet,dishSoap
oil,34,wood,dishSoap
oil,24,carpetCotton,dishSoap
oil,24,carpet,dishSoap
oil,32,wood,dishSoap
oil,20,wood,dishSoap
oil,16,carpet,dishSoap
oil,28,carpet,dishSoap
oil,14,wood,dishSoap
oil,21,carpet,dishSoap
oil,10,wood,dishSoap
oil,10,carpet,dishSoap
oil,13,carpetCotton,dishSoap
oil,11,carpet,dishSoap
oil,22,carpetCotton,dishSoap
oil,23,carpetCotton,dishSoap
oil,17,carpet,dishSoap
oil,12,carpetCotton,dishSoap
oil,32,wood,dishSoap
oil,27,wood,dishSoap
oil,32,carpet,dishSoap
oil,34,carpet,dishSoap
oil,28,wood,dishSoap
oil,13,wood,dishSoap
oil,11,carpetCotton,dishSoap
oil,21,wood,dishSoap
oil,10,carpetCotton,dishSoap
oil,17,carpetCotton,dishSoap
oil,19,carpet,dishSoap
oil,13,carpetCotton,dishSoap
oil,14,wood,dishSoap
oil,31,wood,dishSoap
oil,19,carpet,dishSoap
oil,25,carpet,dishSoap
oil,11,carpetCotton,dishSoap
oil,26,carpet,dishSoap
oil,32,wood,dishSoap
oil,21,wood,dishSoap
oil,17,wood,dishSoap
oil,15,carpet,dishSoap
oil,18,carpet,dishSoap
oil,28,wood,dishSoap
oil,21,carpetCotton,dishSoap
oil,28,wood,dishSoap
oil,17,carpet,dishSoap
oil,32,carpetCotton,dishSoap
oil,13,carpetCotton,dishSoap
oil,19,wood,dishSoap
oil,14,carpetCotton,dishSoap
oil,31,wood,dishSoap
oil,30,carpet,dishSoap
oil,20,carpetCotton,dishSoap
oil,26,carpetCotton,dishSoap
oil,24,wood,dishSoap
oil,28,carpetCotton,dishSoap
oil,16,carpet,dishSoap
oil,22,carpet,dishSoap
oil,27,carpet,dishSoap
oil,12,carpet,dishSoap
oil,21,carpet,dishSoap
oil,13,carpet,dishSoap
oil,21,carpet,dishSoap
oil,25,carpetCotton,dishSoap
oil,25,carpet,dishSoap
oil,26,wood,dishSoap
oil,15,carpet,dishSoap
oil,27,wood,dishSoap
oil,32,carpet,dishSoap
oil,19,carpet,dishSoap
oil,20,carpet,dishSoap
oil,14,wood,dishSoap
oil,13,wood,dishSoap
oil,28,wood,dishSoap
oil,19,wood,dishSoap
oil,27,wood,dishSoap
oil,24,wood,dishSoap
oil,33,wood,dishSoap
oil,29,carpetCotton,dishSoap
oil,22,wood,dishSoap
oil,30,carpetCotton,dishSoap
oil,17,carpet,dishSoap
oil,14,wood,dishSoap
oil,23,carpetCotton,dishSoap
oil,33,carpet,dishSoap
oil,31,carpetCotton,dishSoap
oil,17,wood,dishSoap
oil,14,carpet,dishSoap
oil,10,carpetCotton,dishSoap
oil,12,carpetCotton,dishSoap
oil,20,carpetCotton,dishSoap
oil,11,carpetCotton,dishSoap
oil,29,wood,dishSoap
oil,23,carpet,dishSoap
oil,13,carpet,dishSoap
oil,33,carpet,dishSoap
oil,18,carpet,dishSoap
oil,12,carpetCotton,dishSoap
oil,10,carpet,dishSoap
oil,24,wood,dishSoap
oil,20,carpetCotton,dishSoap
oil,13,carpetCotton,dishSoap
oil,27,carpet,dishSoap
oil,21,carpetCotton,dishSoap
oil,18,carpet,dishSoap
oil,19,carpetCotton,dishSoap
oil,15,wood,dishSoap
oil,12,wood,dishSoap
oil,19,carpetCotton,dishSoap
oil,29,carpetCotton,dishSoap
oil,34,carpetCotton,dishSoap
oil,19,carpet,dishSoap
oil,25,carpetCotton,dishSoap
oil,27,carpet,dishSoap
oil,17,carpet,dishSoap
oil,31,carpet,dishSoap
oil,12,carpet,dishSoap
oil,19,wood,dishSoap
oil,21,carpetCotton,dishSoap
oil,16,wood,dishSoap
oil,32,carpetCotton,dishSoap
blood,47,floor,floorSoap
blood,42,wood,floorSoap
blood,26,wood,floorSoap
blood,45,floor,floorSoap
blood,36,floor,floorSoap
blood,47,floor,floorSoap
blood,28,floor,floorSoap
blood,46,wood,floorSoap
blood,33,wood,floorSoap
blood,32,wood,floorSoap
blood,30,wood,floorSoap
blood,29,floor,floorSoap
blood,49,wood,floorSoap
blood,41,floor,floorSoap
blood,31,floor,floorSoap
blood,38,floor,floorSoap
blood,37,wood,floorSoap
blood,25,floor,floorSoap
blood,33,wood,floorSoap
blood,44,wood,floorSoap
blood,24,wood,floorSoap
blood,46,wood,floorSoap
blood,28,floor,floorSoap
blood,37,wood,floorSoap
blood,36,floor,floorSoap
blood,21,floor,floorSoap
blood,40,wood,floorSoap
blood,32,wood,floorSoap
blood,49,wood,floorSoap
blood,22,wood,floorSoap
blood,44,floor,floorSoap
blood,30,floor,floorSoap
blood,24,floor,floorSoap
blood,22,wood,floorSoap
blood,21,wood,floorSoap
blood,26,floor,floorSoap
blood,48,wood,floorSoap
blood,34,wood,floorSoap
blood,23,floor,floorSoap
blood,26,wood,floorSoap
blood,33,floor,floorSoap
blood,34,floor,floorSoap
blood,22,floor,floorSoap
blood,50,wood,floorSoap
blood,21,wood,floorSoap
blood,42,wood,floorSoap
blood,43,wood,floorSoap
blood,27,floor,floorSoap
blood,21,floor,floorSoap
blood,41,wood,floorSoap
blood,44,floor,floorSoap
blood,31,wood,floorSoap
blood,22,floor,floorSoap
blood,26,wood,floorSoap
blood,22,floor,floorSoap
blood,35,wood,floorSoap
blood,49,wood,floorSoap
blood,25,wood,floorSoap
blood,28,floor,floorSoap
blood,36,wood,floorSoap
blood,46,floor,floorSoap
blood,44,floor,floorSoap
blood,34,wood,floorSoap
blood,48,floor,floorSoap
blood,32,wood,floorSoap
blood,28,wood,floorSoap
blood,45,floor,floorSoap
blood,27,floor,floorSoap
blood,34,wood,floorSoap
blood,39,floor,floorSoap
blood,22,floor,floorSoap
blood,49,floor,floorSoap
blood,37,floor,floorSoap
blood,40,floor,floorSoap
blood,24,wood,floorSoap
blood,25,floor,floorSoap
blood,47,floor,floorSoap
blood,34,wood,floorSoap
blood,30,wood,floorSoap
blood,26,floor,floorSoap
blood,50,floor,floorSoap
blood,33,wood,floorSoap
blood,22,floor,floorSoap
blood,34,wood,floorSoap
blood,39,floor,floorSoap
blood,25,floor,floorSoap
blood,44,wood,floorSoap
blood,50,wood,floorSoap
blood,24,floor,floorSoap
blood,41,wood,floorSoap
blood,50,wood,floorSoap
blood,44,wood,floorSoap
blood,25,floor,floorSoap
blood,21,floor,floorSoap
blood,40,wood,floorSoap
blood,31,wood,floorSoap
blood,25,wood,floorSoap
blood,49,wood,floorSoap
blood,30,floor,floorSoap
blood,31,floor,floorSoap
blood,40,wood,floorSoap
blood,49,floor,floorSoap
blood,34,floor,floorSoap
blood,34,wood,floorSoap
blood,30,wood,floorSoap
blood,50,wood,floorSoap
blood,31,wood,floorSoap
blood,43,wood,floorSoap
blood,30,wood,floorSoap
blood,22,wood,floorSoap
blood,38,floor,floorSoap
blood,29,wood,floorSoap
blood,32,floor,floorSoap
blood,48,wood,floorSoap
blood,29,floor,floorSoap
blood,41,wood,floorSoap
blood,34,floor,floorSoap
blood,29,floor,floorSoap
blood,21,floor,floorSoap
blood,40,floor,floorSoap
