@relation rubbish

@attribute wetness numeric
@attribute colorIntensity numeric
@attribute smellIntensity numeric
@attribute isSticky {true, false}
@attribute isGreasy {true, false}
@attribute roughness numeric
@attribute dangerousBacteries numeric
@attribute isFruity {true, false}
@attribute density numeric
@attribute class {blood, cake, coffee, dressing, dust, fungus, glass, glue, grass, ink, lubricant, mud, oil, paper, paste, rot, sand, sauce, water, wine}


@data
43,46,11,true,true,15,6,false,50,oil
46,34,5,true,true,11,10,false,60,oil
59,40,12,true,true,10,6,false,56,oil
58,47,7,true,true,5,6,false,71,oil
47,43,5,true,true,14,9,false,60,oil
44,39,12,true,true,4,2,false,63,oil
50,35,9,true,true,7,0,false,54,oil
49,34,20,true,true,16,8,false,78,oil
49,39,4,true,true,5,4,false,52,oil
56,41,15,true,true,16,11,false,57,oil
47,49,5,true,true,4,11,false,64,oil
56,50,5,true,true,5,2,false,78,oil
51,41,6,true,true,9,9,false,84,oil
53,41,10,true,true,7,5,false,78,oil
44,41,15,true,true,9,1,false,67,oil
1,99,0,false,false,60,2,false,89,paper
1,97,2,false,false,47,4,false,87,paper
0,95,0,false,false,84,3,false,94,paper
0,95,1,false,false,59,3,false,87,paper
0,96,0,false,false,92,4,false,88,paper
0,97,1,false,false,50,3,false,99,paper
1,99,1,false,false,44,1,false,88,paper
1,96,0,false,false,87,4,false,91,paper
0,97,1,false,false,61,1,false,83,paper
0,96,0,false,false,59,2,false,78,paper
0,99,2,false,false,55,1,false,84,paper
0,96,1,false,false,49,1,false,80,paper
0,99,0,false,false,71,3,false,86,paper
0,99,2,false,false,85,1,false,78,paper
1,97,1,false,false,95,4,false,78,paper
1,97,2,false,false,60,3,false,88,paper
1,97,1,false,false,60,4,false,88,paper
1,96,0,false,false,87,2,false,81,paper
1,96,1,false,false,60,2,false,95,paper
1,97,0,false,false,81,1,false,90,paper
1,97,0,false,false,48,1,false,94,paper
1,99,1,false,false,62,1,false,83,paper
1,96,2,false,false,53,2,false,90,paper
0,98,0,false,false,52,2,false,89,paper
0,97,1,false,false,86,3,false,80,paper
1,97,1,false,false,64,1,false,79,paper
0,99,2,false,false,91,3,false,89,paper
0,97,2,false,false,46,3,false,99,paper
1,95,2,false,false,87,4,false,80,paper
1,97,1,false,false,75,1,false,92,paper
1,98,2,false,false,87,2,false,98,paper
0,95,0,false,false,71,3,false,93,paper
1,97,1,false,false,49,4,false,98,paper
1,97,2,false,false,83,2,false,98,paper
0,98,1,false,false,61,3,false,89,paper
1,99,0,false,false,84,4,false,93,paper
0,98,0,false,false,50,3,false,81,paper
0,95,0,false,false,46,3,false,95,paper
1,97,0,false,false,60,3,false,95,paper
1,97,1,false,false,60,4,false,89,paper
1,97,0,false,false,54,4,false,83,paper
1,95,0,false,false,83,3,false,91,paper
0,97,0,false,false,51,4,false,91,paper
1,96,2,false,false,45,1,false,93,paper
1,97,0,false,false,81,2,false,78,paper
1,97,0,false,false,52,4,false,98,paper
1,96,2,false,false,84,4,false,89,paper
0,95,1,false,false,55,3,false,94,paper
0,96,2,false,false,90,2,false,98,paper
0,97,2,false,false,65,3,false,92,paper
15,10,73,true,false,2,73,false,48,paste
11,21,60,true,false,14,51,false,61,paste
3,29,27,true,false,4,64,false,50,paste
6,16,43,true,false,12,50,false,58,paste
18,26,70,true,false,3,65,false,47,paste
7,16,74,true,false,16,65,false,47,paste
2,36,25,true,false,6,68,false,52,paste
5,40,75,true,false,0,66,false,54,paste
5,28,25,true,false,7,61,false,59,paste
7,33,68,true,false,14,58,false,57,paste
11,32,88,true,false,19,58,false,53,paste
7,14,35,true,false,0,58,false,48,paste
16,35,40,true,false,5,55,false,49,paste
4,34,69,true,false,8,54,false,46,paste
14,29,33,true,false,4,69,false,51,paste
15,40,43,true,false,11,45,false,55,paste
5,37,45,true,false,12,48,false,48,paste
3,36,61,true,false,6,45,false,58,paste
7,13,30,true,false,16,60,false,46,paste
14,32,58,true,false,3,56,false,55,paste
18,28,52,true,false,6,47,false,47,paste
9,34,81,true,false,14,73,false,47,paste
15,20,72,true,false,11,57,false,50,paste
19,29,82,true,false,1,48,false,50,paste
9,11,42,true,false,20,69,false,62,paste
6,35,76,true,false,0,68,false,56,paste
8,11,74,true,false,11,55,false,47,paste
15,18,37,true,false,1,73,false,62,paste
7,15,88,true,false,17,47,false,49,paste
13,38,34,true,false,10,44,false,62,paste
2,34,83,true,false,19,63,false,47,paste
19,23,66,true,false,7,60,false,60,paste
9,17,32,true,false,0,70,false,58,paste
15,15,53,true,false,10,47,false,61,paste
5,35,48,true,false,8,66,false,56,paste
2,39,53,true,false,5,61,false,46,paste
11,29,71,true,false,18,63,false,53,paste
2,20,59,true,false,12,54,false,56,paste
3,26,56,true,false,21,44,false,60,paste
10,25,71,true,false,0,69,false,61,paste
14,33,69,true,false,10,52,false,57,paste
5,22,26,true,false,7,43,false,47,paste
17,38,33,true,false,12,63,false,55,paste
6,33,48,true,false,2,59,false,51,paste
8,38,31,true,false,0,63,false,54,paste
5,37,31,true,false,12,53,false,60,paste
19,15,58,true,false,9,62,false,59,paste
4,26,42,true,false,21,51,false,52,paste
14,41,36,true,false,0,65,false,60,paste
5,26,55,true,false,1,72,false,53,paste
20,71,89,true,false,16,95,true,73,rot
28,69,92,true,false,17,90,true,70,rot
27,66,88,true,false,15,94,true,72,rot
16,77,93,true,false,21,93,true,65,rot
29,62,95,true,false,11,93,true,62,rot
12,69,90,true,false,15,92,true,63,rot
12,73,90,true,false,12,96,true,65,rot
23,60,95,true,false,11,96,true,65,rot
19,64,96,true,false,18,93,true,62,rot
22,71,92,true,false,11,94,true,73,rot
19,57,92,true,false,11,93,true,63,rot
27,66,90,true,false,21,93,true,70,rot
27,68,89,true,false,26,92,true,67,rot
29,60,88,true,false,21,94,true,62,rot
27,73,96,true,false,25,90,true,70,rot
21,68,95,true,false,16,89,true,67,rot
26,75,95,true,false,13,95,true,62,rot
28,65,90,true,false,20,94,true,72,rot
30,78,97,true,false,24,95,true,65,rot
28,64,94,true,false,25,96,true,64,rot
15,72,94,true,false,24,92,true,64,rot
28,58,91,true,false,25,96,true,63,rot
26,74,95,true,false,26,92,true,65,rot
30,68,91,true,false,25,91,true,69,rot
15,60,92,true,false,13,94,true,64,rot
12,74,94,true,false,19,89,true,68,rot
23,68,88,true,false,21,94,true,71,rot
30,72,96,true,false,23,95,true,70,rot
14,74,89,true,false,16,91,true,66,rot
29,72,90,true,false,16,91,true,68,rot
30,60,97,true,false,20,91,true,68,rot
14,66,93,true,false,25,96,true,71,rot
19,77,88,true,false,16,90,true,63,rot
28,66,97,true,false,15,95,true,62,rot
28,68,92,true,false,12,90,true,69,rot
14,76,89,true,false,17,95,true,63,rot
23,62,96,true,false,12,89,true,73,rot
13,60,93,true,false,21,90,true,65,rot
15,69,96,true,false,22,90,true,67,rot
29,56,96,true,false,17,91,true,66,rot
14,76,87,true,false,15,94,true,63,rot
17,64,88,true,false,20,92,true,68,rot
28,66,92,true,false,12,92,true,64,rot
18,58,88,true,false,14,90,true,73,rot
13,78,92,true,false,16,93,true,66,rot
24,72,93,true,false,12,94,true,72,rot
25,57,97,true,false,13,96,true,69,rot
16,60,90,true,false,14,92,true,73,rot
13,56,88,true,false,18,92,true,73,rot
14,58,88,true,false,17,92,true,64,rot
1,31,0,false,false,67,28,false,0,sand
0,33,0,false,false,73,38,false,1,sand
1,14,2,false,false,65,40,false,0,sand
0,30,1,false,false,57,21,false,0,sand
1,20,1,false,false,71,23,false,0,sand
0,26,4,false,false,77,22,false,1,sand
1,13,1,false,false,69,23,false,0,sand
0,23,1,false,false,80,20,false,0,sand
1,27,4,false,false,80,37,false,1,sand
0,33,1,false,false,68,27,false,0,sand
1,15,2,false,false,82,20,false,1,sand
0,25,0,false,false,70,36,false,0,sand
0,25,4,false,false,61,27,false,0,sand
1,18,3,false,false,81,20,false,0,sand
1,23,4,false,false,52,27,false,1,sand
1,26,4,false,false,56,27,false,0,sand
0,32,2,false,false,75,24,false,0,sand
0,30,0,false,false,76,32,false,1,sand
1,21,0,false,false,81,38,false,1,sand
1,33,5,false,false,66,42,false,1,sand
1,21,4,false,false,63,42,false,0,sand
0,12,2,false,false,58,21,false,1,sand
0,20,4,false,false,69,34,false,0,sand
0,12,0,false,false,61,40,false,0,sand
1,14,1,false,false,68,31,false,0,sand
1,14,3,false,false,52,41,false,0,sand
0,12,1,false,false,53,32,false,0,sand
0,29,4,false,false,78,37,false,1,sand
1,31,5,false,false,57,22,false,0,sand
0,21,2,false,false,67,39,false,0,sand
0,20,4,false,false,78,35,false,1,sand
0,26,4,false,false,58,20,false,0,sand
1,30,1,false,false,52,30,false,1,sand
0,18,1,false,false,65,28,false,0,sand
1,17,5,false,false,61,34,false,0,sand
0,30,3,false,false,81,21,false,0,sand
0,15,2,false,false,75,29,false,0,sand
1,18,2,false,false,64,23,false,1,sand
0,28,4,false,false,76,41,false,1,sand
0,26,0,false,false,53,35,false,1,sand
0,29,0,false,false,55,33,false,0,sand
1,15,3,false,false,57,41,false,0,sand
1,16,4,false,false,59,40,false,0,sand
0,18,3,false,false,72,42,false,0,sand
0,32,3,false,false,77,22,false,0,sand
1,20,3,false,false,84,36,false,0,sand
1,17,4,false,false,68,32,false,0,sand
0,18,5,false,false,67,22,false,1,sand
1,21,3,false,false,58,32,false,1,sand
0,19,5,false,false,73,22,false,0,sand
69,44,33,true,true,21,50,false,64,sauce
64,76,43,true,true,19,48,false,49,sauce
60,45,58,true,true,19,41,false,66,sauce
72,79,30,true,true,12,44,false,39,sauce
69,44,37,true,true,12,42,false,55,sauce
72,53,52,true,true,21,49,false,42,sauce
71,72,54,true,true,11,46,false,35,sauce
72,50,28,true,true,21,49,false,27,sauce
61,47,26,true,true,12,45,false,28,sauce
70,46,54,true,true,18,51,false,57,sauce
73,45,47,true,true,10,53,false,57,sauce
61,65,43,true,true,18,43,false,66,sauce
66,75,28,true,true,21,49,false,61,sauce
61,74,22,true,true,13,48,false,37,sauce
61,63,45,true,true,10,51,false,54,sauce
62,85,33,true,true,18,48,false,43,sauce
64,65,59,true,true,17,45,false,58,sauce
64,57,52,true,true,10,48,false,28,sauce
66,69,29,true,true,10,46,false,50,sauce
60,82,23,true,true,17,42,false,36,sauce
63,58,45,true,true,16,46,false,34,sauce
73,71,57,true,true,16,52,false,58,sauce
71,76,25,true,true,12,53,false,54,sauce
70,86,55,true,true,15,45,false,50,sauce
65,67,43,true,true,11,50,false,42,sauce
67,55,21,true,true,15,42,false,61,sauce
65,77,26,true,true,13,52,false,50,sauce
63,50,38,true,true,15,50,false,24,sauce
73,50,32,true,true,16,51,false,50,sauce
68,46,53,true,true,17,40,false,45,sauce
65,58,49,true,true,17,51,false,53,sauce
62,70,54,true,true,16,45,false,31,sauce
62,76,27,true,true,16,42,false,46,sauce
66,84,42,true,true,13,41,false,52,sauce
72,60,39,true,true,19,52,false,48,sauce
64,53,21,true,true,11,49,false,59,sauce
70,74,46,true,true,11,46,false,33,sauce
69,45,59,true,true,11,45,false,60,sauce
74,47,24,true,true,19,50,false,65,sauce
62,57,23,true,true,21,44,false,64,sauce
67,80,38,true,true,21,46,false,40,sauce
61,50,53,true,true,10,45,false,44,sauce
63,87,29,true,true,11,40,false,48,sauce
62,87,57,true,true,13,42,false,61,sauce
73,60,35,true,true,16,53,false,47,sauce
72,72,51,true,true,13,53,false,34,sauce
68,83,26,true,true,10,42,false,66,sauce
74,62,51,true,true,21,43,false,32,sauce
72,62,40,true,true,12,46,false,65,sauce
62,77,52,true,true,14,50,false,55,sauce
98,1,1,false,false,17,3,false,0,water
96,4,1,false,false,15,3,false,0,water
98,0,1,false,false,24,0,false,1,water
98,4,2,false,false,24,3,false,0,water
97,1,1,false,false,19,3,false,1,water
97,3,1,false,false,21,1,false,1,water
99,4,2,false,false,14,3,false,0,water
99,2,0,false,false,13,0,false,1,water
97,2,2,false,false,14,0,false,1,water
99,4,1,false,false,12,0,false,0,water
99,3,2,false,false,17,1,false,0,water
99,3,2,false,false,24,2,false,1,water
96,2,0,false,false,1,3,false,1,water
96,2,1,false,false,9,3,false,1,water
96,2,4,false,false,7,2,false,1,water
97,1,2,false,false,1,0,false,1,water
99,4,1,false,false,2,3,false,0,water
98,1,4,false,false,29,3,false,1,water
99,1,0,false,false,18,3,false,0,water
96,4,1,false,false,27,2,false,1,water
99,0,1,false,false,3,3,false,0,water
96,1,0,false,false,9,2,false,1,water
97,4,3,false,false,6,1,false,0,water
98,2,2,false,false,12,3,false,1,water
98,0,1,false,false,18,2,false,1,water
97,0,1,false,false,0,3,false,1,water
96,2,0,false,false,22,1,false,0,water
96,4,2,false,false,25,2,false,0,water
99,2,4,false,false,6,0,false,0,water
98,1,4,false,false,0,3,false,0,water
97,4,3,false,false,19,3,false,0,water
97,4,2,false,false,29,3,false,0,water
98,0,3,false,false,27,0,false,1,water
97,3,1,false,false,6,2,false,0,water
98,0,1,false,false,5,2,false,0,water
96,1,0,false,false,27,3,false,0,water
98,4,3,false,false,5,1,false,0,water
98,0,2,false,false,7,3,false,1,water
96,2,2,false,false,30,1,false,0,water
96,3,4,false,false,29,2,false,1,water
99,0,4,false,false,27,3,false,0,water
99,4,1,false,false,29,3,false,0,water
98,4,4,false,false,16,3,false,1,water
96,4,3,false,false,15,0,false,1,water
96,0,0,false,false,17,2,false,0,water
97,0,1,false,false,23,0,false,0,water
96,2,3,false,false,21,3,false,0,water
96,3,2,false,false,6,1,false,1,water
97,3,4,false,false,17,2,false,0,water
97,3,0,false,false,20,0,false,1,water
93,79,54,false,false,9,0,true,2,wine
96,86,26,false,false,7,1,true,1,wine
91,80,51,false,false,11,0,true,2,wine
94,25,21,false,false,15,0,true,2,wine
95,90,23,false,false,17,1,true,0,wine
94,48,24,false,false,2,0,true,0,wine
91,35,60,false,false,5,0,true,3,wine
91,48,43,false,false,11,0,true,0,wine
94,48,51,false,false,6,0,true,0,wine
92,68,50,false,false,12,0,true,1,wine
90,94,32,false,false,9,0,true,1,wine
95,51,28,false,false,15,1,true,0,wine
91,42,57,false,false,22,1,true,1,wine
95,61,49,false,false,17,0,true,2,wine
95,28,23,false,false,19,1,true,1,wine
96,72,60,false,false,14,0,true,3,wine
92,76,51,false,false,11,0,true,3,wine
93,24,22,false,false,12,0,true,2,wine
97,82,20,false,false,23,1,true,0,wine
93,46,24,false,false,6,0,true,2,wine
96,99,57,false,false,8,0,true,3,wine
92,32,54,false,false,8,0,true,1,wine
93,99,62,false,false,4,0,true,3,wine
90,30,46,false,false,14,0,true,1,wine
93,56,20,false,false,8,0,true,1,wine
96,91,23,false,false,23,0,true,1,wine
90,86,45,false,false,15,0,true,2,wine
93,62,64,false,false,13,0,true,2,wine
91,40,54,false,false,9,0,true,1,wine
95,65,41,false,false,5,1,true,0,wine
94,44,51,false,false,7,1,true,1,wine
95,57,64,false,false,21,1,true,3,wine
93,64,25,false,false,5,0,true,2,wine
96,79,32,false,false,15,1,true,2,wine
95,71,61,false,false,21,1,true,3,wine
92,30,41,false,false,20,1,true,0,wine
94,96,31,false,false,9,1,true,1,wine
91,32,63,false,false,13,1,true,1,wine
90,75,34,false,false,2,0,true,0,wine
90,61,55,false,false,17,0,true,2,wine
93,51,63,false,false,21,1,true,0,wine
95,33,55,false,false,9,0,true,0,wine
96,84,58,false,false,2,1,true,2,wine
92,72,48,false,false,13,0,true,0,wine
97,59,53,false,false,8,0,true,0,wine
96,30,47,false,false,5,1,true,0,wine
94,84,49,false,false,19,0,true,1,wine
97,95,55,false,false,10,1,true,0,wine
91,32,34,false,false,12,0,true,2,wine
91,27,38,false,false,6,1,true,2,wine
